,id,neighbourhood_group_cleansed,room_type,price,calculated_host_listings_count,availability_365,bedrooms,bathrooms,beds,accommodates,host_is_superhost,log_price
37082,1353720000885084272,Manhattan,Private room,77.0,298,274,4.0,1.0,1.0,1,False,1.8864907251724818
37083,1353720020432954311,Manhattan,Private room,83.0,298,291,1.0,1.0,1.0,1,False,1.919078092376074
37084,1353720128898700268,Manhattan,Private room,86.0,298,245,3.0,1.0,1.0,1,False,1.9344984512435677
37085,1353720226064375710,Manhattan,Private room,99.0,298,281,3.0,1.0,1.0,1,False,1.99563519459755
37086,1353720740360747055,Manhattan,Private room,75.0,298,336,2.0,1.0,1.0,1,False,1.8750612633917
37087,1353720771206630853,Manhattan,Private room,74.0,298,245,4.0,1.0,1.0,1,False,1.8692317197309762
37088,1353720960086610731,Manhattan,Private room,59.0,298,116,4.0,1.0,1.0,1,False,1.7708520116421442
37089,1353721150637572827,Manhattan,Private room,97.0,298,274,4.0,1.0,1.0,1,False,1.9867717342662448
37090,1353721151712131878,Manhattan,Private room,109.0,298,229,1.0,1.0,1.0,1,False,2.037426497940624
37091,1353723950781719431,Manhattan,Private room,72.0,298,363,4.0,1.0,1.0,1,False,1.8573324964312685
37092,1353723967190327531,Manhattan,Private room,82.0,298,335,3.0,1.0,1.0,1,False,1.9138138523837167
37093,1353724252538190115,Manhattan,Private room,67.0,298,282,1.0,1.0,1.0,1,False,1.8260748027008264
37094,1353724254623194604,Manhattan,Private room,85.0,298,225,1.0,1.0,1.0,1,False,1.9294189257142926
37095,1353724636616878755,Manhattan,Private room,83.0,298,245,3.0,1.0,1.0,1,False,1.919078092376074
37096,1353724639523595915,Manhattan,Private room,70.0,298,274,3.0,1.0,1.0,1,False,1.845098040014257
37097,1353725077533773590,Manhattan,Private room,81.0,298,30,2.0,1.0,1.0,1,False,1.9084850188786497
37098,1353725081782885019,Manhattan,Private room,81.0,298,296,1.0,1.0,1.0,1,False,1.9084850188786497
37099,1353725224725297052,Manhattan,Private room,87.0,298,192,3.0,1.0,1.0,1,False,1.9395192526186185
37100,1353725240188923096,Manhattan,Private room,105.0,298,306,3.0,1.0,1.0,1,False,2.0211892990699383
37101,1353725388956918058,Manhattan,Private room,75.0,298,336,1.0,1.0,1.0,1,False,1.8750612633917
37102,1353725416499091307,Manhattan,Private room,86.0,298,275,3.0,1.0,1.0,1,False,1.9344984512435677
37103,1353725524575745096,Manhattan,Private room,70.0,298,43,1.0,1.0,1.0,1,False,1.845098040014257
37104,1353721240489621307,Manhattan,Private room,63.0,298,42,6.0,1.0,1.0,1,False,1.7993405494535817
37105,1353721554353736385,Manhattan,Private room,85.0,298,42,4.0,1.0,1.0,1,False,1.9294189257142926
37106,1353721760777670945,Manhattan,Private room,63.0,298,275,1.0,1.0,1.0,1,False,1.7993405494535817
37107,1353721763081926439,Manhattan,Private room,83.0,298,301,3.0,1.0,1.0,1,False,1.919078092376074
37108,1353721948893112089,Manhattan,Private room,85.0,298,245,3.0,1.0,1.0,1,False,1.9294189257142926
37109,1353721950085957613,Manhattan,Private room,71.0,298,330,1.0,1.0,1.0,1,False,1.8512583487190752
37110,1353722066109183493,Manhattan,Private room,77.0,298,296,1.0,1.0,1.0,1,False,1.8864907251724818
37111,1353722135138590271,Manhattan,Private room,60.0,298,213,4.0,1.0,1.0,1,False,1.7781512503836436
37112,1359414549466390337,Brooklyn,Entire home/apt,104.0,1,267,1.0,1.0,1.0,2,False,2.0170333392987803
37113,1359428384537972465,Manhattan,Entire home/apt,176.0,16,358,3.0,1.0,3.0,6,False,2.24551266781415
37114,1359436587027209594,Manhattan,Entire home/apt,376.0,16,364,1.0,1.0,1.0,2,False,2.575187844927661
37115,1359453363299750578,Manhattan,Private room,430.0,1,168,1.0,1.0,1.0,2,True,2.6334684555795866
37116,1353965318849191034,Queens,Entire home/apt,188.0,1,255,2.0,1.0,2.0,6,False,2.27415784926368
37117,1353983338454476540,Queens,Private room,79.0,1,365,1.0,4.0,1.0,2,True,1.8976270912904414
37118,1354153598316919200,Brooklyn,Private room,58.0,298,41,1.0,1.0,1.0,1,False,1.7634279935629373
37119,1354154213648707088,Manhattan,Private room,72.0,298,41,1.0,1.0,1.0,1,False,1.8573324964312685
37120,1354155865205088415,Manhattan,Private room,85.0,298,90,1.0,1.0,1.0,1,False,1.9294189257142926
37121,1354303870053593187,Manhattan,Private room,61.0,298,158,1.0,1.0,1.0,1,False,1.7853298350107671
37122,1354325709592013912,Manhattan,Entire home/apt,64.0,143,201,1.0,1.0,1.0,1,True,1.806179973983887
37123,1354416399716866303,Queens,Private room,69.0,4,365,1.0,1.0,1.0,2,False,1.8388490907372552
37124,1354421028439882911,Queens,Private room,60.0,1,180,1.0,1.0,1.0,2,False,1.7781512503836436
37125,1354423903083820215,Manhattan,Shared room,38.0,20,198,1.0,2.0,1.0,1,True,1.5797835966168101
37126,1354444544346795112,Queens,Private room,73.0,4,365,1.0,1.0,1.0,2,False,1.863322860120456
37127,1353725600352337363,Manhattan,Private room,82.0,298,333,1.0,1.0,1.0,1,False,1.9138138523837167
37128,1353725812677398171,Manhattan,Private room,86.0,298,225,3.0,1.0,1.0,1,False,1.9344984512435677
37129,1353725850295737318,Manhattan,Private room,92.0,298,336,4.0,1.0,1.0,1,False,1.9637878273455553
37130,1353725874032333151,Queens,Private room,60.0,298,363,4.0,1.0,1.0,1,False,1.7781512503836436
37131,1353725874457617504,Queens,Private room,73.0,298,209,5.0,1.0,1.0,1,False,1.863322860120456
37132,1353726206833117323,Manhattan,Private room,100.0,298,300,3.0,1.0,1.0,1,False,2.0
37133,1353726224390258198,Manhattan,Private room,96.0,298,336,1.0,1.0,1.0,1,False,1.9822712330395684
37134,1353726463031624206,Manhattan,Private room,83.0,298,284,4.0,1.0,1.0,1,False,1.919078092376074
37135,1353726467664276089,Manhattan,Private room,96.0,298,216,4.0,1.0,1.0,1,False,1.9822712330395684
37136,1353726676871403553,Manhattan,Private room,66.0,298,296,4.0,1.0,1.0,1,False,1.8195439355418688
37137,1353726801089984948,Manhattan,Private room,77.0,298,259,1.0,1.0,1.0,1,False,1.8864907251724818
37138,1353726804090218108,Manhattan,Private room,100.0,298,336,3.0,1.0,1.0,1,False,2.0
37139,1353726809954105246,Manhattan,Private room,90.0,298,43,1.0,1.0,1.0,1,False,1.954242509439325
37140,1354455545771372857,Queens,Private room,69.0,4,365,1.0,1.0,1.0,2,False,1.8388490907372552
37141,1354456237766693862,Manhattan,Private room,90.0,298,319,3.0,1.0,1.0,1,False,1.954242509439325
37142,1354456333139187917,Manhattan,Private room,102.0,298,297,5.0,1.0,1.0,1,False,2.0086001717619175
37143,1354456404025493096,Manhattan,Private room,107.0,298,100,1.0,1.0,1.0,1,False,2.0293837776852097
37144,1354456534460992076,Manhattan,Private room,87.0,298,185,1.0,1.0,1.0,1,False,1.9395192526186185
37145,1354456627371569442,Manhattan,Private room,82.0,298,244,4.0,1.0,1.0,1,False,1.9138138523837167
37146,1354456800849338159,Brooklyn,Private room,71.0,298,363,1.0,1.0,1.0,1,False,1.8512583487190752
37147,1354459722468381011,Manhattan,Private room,65.0,6,335,1.0,1.0,1.0,2,True,1.8129133566428555
37148,1354464296571404191,Queens,Private room,69.0,4,365,1.0,1.0,1.0,2,False,1.8388490907372552
37149,1354471123491571182,Manhattan,Private room,74.0,6,365,1.0,1.0,1.0,2,True,1.8692317197309762
37150,1354508177765511001,Manhattan,Private room,44.0,5,335,1.0,1.0,1.0,1,False,1.6434526764861874
37151,1353727063845727089,Manhattan,Private room,68.0,298,40,1.0,1.0,1.0,1,False,1.8325089127062364
37152,1353727131722718183,Manhattan,Private room,114.0,298,67,4.0,1.0,1.0,1,False,2.0569048513364727
37153,1359463438376807007,Manhattan,Entire home/apt,405.0,1194,224,1.0,1.5,1.0,2,False,2.6074550232146687
37154,1359464457969384600,Manhattan,Entire home/apt,376.0,16,182,1.0,1.0,1.0,2,False,2.575187844927661
37155,1359468969360356098,Manhattan,Entire home/apt,240.0,2,365,2.0,2.0,2.0,4,False,2.380211241711606
37156,1359504607497654257,Manhattan,Entire home/apt,125.0,1,72,1.0,1.0,1.0,2,False,2.0969100130080562
37157,1359573531079785641,Brooklyn,Private room,30.0,3,246,1.0,1.0,1.0,1,False,1.4771212547196624
37158,1359574531044475441,Brooklyn,Private room,41.0,1,335,1.0,2.0,1.0,1,False,1.6127838567197355
37159,1359670058661580052,Manhattan,Hotel room,500.0,242,56,2.0,2.0,3.0,6,False,2.6989700043360187
37160,1359702695327440866,Bronx,Private room,40.0,1,337,1.0,1.0,1.0,2,False,1.6020599913279623
37161,1359754329005822690,Manhattan,Entire home/apt,704.0,2,365,3.0,1.5,3.0,8,False,2.847572659142112
37162,1353727215471201674,Manhattan,Private room,87.0,298,353,4.0,1.0,1.0,1,False,1.9395192526186185
37163,1353727313609130839,Queens,Private room,61.0,298,69,4.0,1.0,1.0,1,False,1.7853298350107671
37164,1353727482639876329,Manhattan,Private room,59.0,298,304,1.0,1.0,1.0,1,False,1.7708520116421442
37165,1353727526500694602,Manhattan,Private room,96.0,298,239,1.0,1.0,1.0,1,False,1.9822712330395684
37166,1353727598682657400,Manhattan,Private room,103.0,298,275,4.0,1.0,1.0,1,False,2.012837224705172
37167,1353727881976992426,Brooklyn,Private room,64.0,298,32,5.0,1.0,1.0,1,False,1.806179973983887
37168,1353727904529967485,Brooklyn,Private room,63.0,298,96,4.0,1.0,1.0,1,False,1.7993405494535817
37169,1353727977413932785,Manhattan,Private room,126.0,298,209,1.0,1.0,1.0,1,False,2.100370545117563
37170,1353728093663846245,Manhattan,Private room,63.0,298,276,1.0,1.0,1.0,1,False,1.7993405494535817
37171,1353728096580646832,Manhattan,Private room,67.0,298,312,4.0,1.0,1.0,1,False,1.8260748027008264
37172,1353728104808718429,Manhattan,Private room,86.0,298,30,3.0,1.0,1.0,1,False,1.9344984512435677
37173,1353728808767530082,Manhattan,Private room,86.0,298,325,4.0,1.0,1.0,1,False,1.9344984512435677
37174,1354526570702676189,Manhattan,Private room,47.0,5,335,1.0,1.0,1.0,1,False,1.6720978579357175
37175,1354534638237475422,Manhattan,Private room,47.0,5,325,1.0,1.0,1.0,1,False,1.6720978579357175
37176,1354542898181871800,Manhattan,Private room,90.0,5,364,1.0,1.0,1.0,1,False,1.954242509439325
37177,1354547956913806093,Brooklyn,Entire home/apt,115.0,617,151,1.0,1.0,1.0,2,False,2.060697840353612
37178,1354549386588894661,Manhattan,Private room,57.0,5,364,1.0,1.0,1.0,1,False,1.7558748556724915
37179,1354630808943477780,Brooklyn,Private room,41.0,617,305,4.0,1.5,1.0,1,False,1.6127838567197355
37180,1354634305354454172,Queens,Entire home/apt,190.0,2,213,2.0,1.0,3.0,5,False,2.278753600952829
37181,1354692062527041556,Manhattan,Private room,85.0,2,365,1.0,1.0,1.0,2,False,1.9294189257142926
37182,1354828008260823713,Queens,Private room,305.0,2,365,1.0,1.0,2.0,2,True,2.484299839346786
37183,1355054420874722372,Brooklyn,Entire home/apt,246.0,1194,249,1.0,1.0,1.0,2,False,2.3909351071033793
37184,1353729206914581491,Manhattan,Private room,65.0,298,306,1.0,1.0,1.0,1,False,1.8129133566428555
37185,1353729243105697843,Manhattan,Private room,74.0,298,307,4.0,1.0,1.0,1,False,1.8692317197309762
37186,1353729267128070917,Manhattan,Private room,59.0,298,108,4.0,1.0,1.0,1,False,1.7708520116421442
37187,1360176432500757236,Manhattan,Entire home/apt,97.0,16,99,1.0,1.0,1.0,2,False,1.9867717342662448
37188,1360200887678888743,Queens,Entire home/apt,180.0,1,311,1.0,1.0,1.0,2,False,2.255272505103306
37189,1360235579219453843,Brooklyn,Entire home/apt,152.0,1,333,1.0,1.0,1.0,2,False,2.1818435879447726
37190,1360290629684082554,Brooklyn,Private room,45.0,1,180,1.0,1.0,1.0,2,False,1.6532125137753437
37191,1360331985161439887,Manhattan,Private room,714.0,2,106,1.0,1.0,1.0,2,False,2.8536982117761744
37192,1360351997323478695,Brooklyn,Entire home/apt,108.0,4,54,1.0,1.0,1.0,2,True,2.03342375548695
37193,1360626525772449784,Brooklyn,Entire home/apt,144.0,1,365,1.0,1.0,1.0,3,False,2.1583624920952498
37194,1360837752237598231,Brooklyn,Entire home/apt,196.0,74,292,2.0,1.0,2.0,4,True,2.292256071356476
37195,1360899930891140524,Manhattan,Entire home/apt,250.0,1,301,1.0,1.0,3.0,6,False,2.3979400086720375
37196,1360911155403350623,Queens,Private room,40.0,1,89,1.0,1.0,1.0,2,False,1.6020599913279623
37197,1353729294698890700,Manhattan,Private room,99.0,298,246,3.0,1.0,1.0,1,False,1.99563519459755
37198,1353729375153276913,Manhattan,Private room,66.0,298,333,4.0,1.0,1.0,1,False,1.8195439355418688
37199,1353729762407217206,Brooklyn,Private room,76.0,298,83,1.0,1.0,1.0,2,False,1.8808135922807914
37200,1353729838429905542,Manhattan,Private room,107.0,298,306,1.0,1.0,1.0,1,False,2.0293837776852097
37201,1353729901108228779,Brooklyn,Private room,73.0,298,363,1.0,1.0,1.0,1,False,1.863322860120456
37202,1353730174476343331,Manhattan,Private room,70.0,298,305,4.0,1.0,1.0,1,False,1.845098040014257
37203,1353730183295372372,Manhattan,Private room,64.0,298,42,6.0,1.0,1.0,1,False,1.806179973983887
37204,1353730233524387534,Manhattan,Private room,106.0,298,239,1.0,1.0,1.0,1,False,2.0253058652647704
37205,1353730291515019032,Manhattan,Private room,65.0,298,275,4.0,1.0,1.0,1,False,1.8129133566428555
37206,1353730425879604592,Manhattan,Private room,84.0,298,275,3.0,1.0,1.0,1,False,1.9242792860618816
37207,1353731572835666938,Manhattan,Private room,81.0,298,41,3.0,1.0,1.0,1,False,1.9084850188786497
37208,1353731612152318785,Brooklyn,Private room,67.0,298,89,1.0,1.0,1.0,1,False,1.8260748027008264
37209,1353731728339594098,Manhattan,Private room,69.0,298,363,3.0,1.0,1.0,1,False,1.8388490907372552
37210,1353731731082996696,Manhattan,Private room,101.0,298,214,2.0,1.0,1.0,1,False,2.0043213737826426
37211,1353731773240047322,Manhattan,Private room,68.0,298,333,3.0,1.0,1.0,1,False,1.8325089127062364
37212,1353732312267714781,Manhattan,Private room,83.0,298,347,1.0,1.0,1.0,1,False,1.919078092376074
37213,1353732338507314238,Manhattan,Private room,83.0,298,350,3.0,1.0,1.0,1,False,1.919078092376074
37214,1353732447344358060,Manhattan,Private room,90.0,298,296,1.0,1.0,1.0,1,False,1.954242509439325
37215,1353732615994664573,Manhattan,Private room,67.0,298,53,4.0,1.0,1.0,1,False,1.8260748027008264
37216,1355071710949164589,Queens,Private room,95.0,1,365,1.0,2.0,1.0,2,False,1.9777236052888478
37217,1355081253009984212,Manhattan,Entire home/apt,251.0,86,307,1.0,1.0,1.0,3,False,2.399673721481038
37218,1355088227897569976,Manhattan,Entire home/apt,110.0,16,236,1.0,1.0,2.0,3,False,2.041392685158225
37219,1355118252249386243,Manhattan,Entire home/apt,155.0,17,364,5.0,2.0,2.0,10,False,2.1903316981702914
37220,1355123322106678108,Manhattan,Entire home/apt,155.0,17,364,5.0,2.0,2.0,10,False,2.1903316981702914
37221,1355130003708083179,Manhattan,Entire home/apt,155.0,17,364,5.0,2.0,2.0,10,False,2.1903316981702914
37222,1355159469349277096,Manhattan,Entire home/apt,256.0,86,309,1.0,1.0,1.0,3,False,2.4082399653118496
37223,1355183276273374538,Brooklyn,Private room,55.0,2,365,1.0,1.0,1.0,2,False,1.7403626894942439
37224,1355203524839114272,Brooklyn,Entire home/apt,102.0,25,113,1.0,1.0,1.0,3,False,2.0086001717619175
37225,1355237166686947509,Brooklyn,Entire home/apt,66.0,3,346,1.0,1.0,1.0,2,True,1.8195439355418688
37226,1353732965950349681,Manhattan,Private room,93.0,298,306,1.0,1.0,1.0,1,False,1.968482948553935
37227,1353733224234023431,Manhattan,Private room,90.0,298,315,1.0,1.0,1.0,1,False,1.954242509439325
37228,1353733290594019095,Manhattan,Private room,79.0,298,306,3.0,1.0,1.0,1,False,1.8976270912904414
37229,1360911494336023398,Brooklyn,Entire home/apt,66.0,1,365,1.0,1.0,7.0,12,False,1.8195439355418688
37230,1360928345267445314,Brooklyn,Entire home/apt,106.0,1,195,1.0,1.0,1.0,2,False,2.0253058652647704
37231,1360971413061937239,Brooklyn,Entire home/apt,185.0,1,347,1.0,1.0,1.0,2,False,2.2671717284030137
37232,1361073672450343753,Brooklyn,Entire home/apt,452.0,74,62,4.0,4.5,5.0,8,True,2.655138434811382
37233,1361155071474301170,Brooklyn,Private room,139.0,5,279,1.0,1.0,1.0,2,True,2.143014800254095
37234,1361213775816170266,Manhattan,Entire home/apt,133.0,16,364,2.0,1.0,2.0,4,False,2.123851640967086
37235,1361384974139754443,Manhattan,Entire home/apt,110.0,1,311,1.0,1.0,2.0,4,False,2.041392685158225
37237,1361567919809109820,Manhattan,Entire home/apt,516.0,34,362,2.0,1.0,2.0,4,False,2.7126497016272113
37238,1361604419465241908,Brooklyn,Shared room,119.0,1,270,1.0,1.0,1.0,1,False,2.0755469613925306
37239,1353733727395029063,Manhattan,Private room,72.0,298,43,1.0,1.0,1.0,1,False,1.8573324964312685
37240,1353735403531312909,Manhattan,Private room,79.0,298,296,1.0,1.0,1.0,1,False,1.8976270912904414
37241,1353735780427370333,Manhattan,Private room,78.0,298,273,4.0,1.0,1.0,1,False,1.8920946026904804
37242,1353735992394679691,Manhattan,Private room,82.0,298,306,1.0,1.0,1.0,1,False,1.9138138523837167
37243,1353769347989168503,Brooklyn,Private room,45.0,20,335,1.0,2.0,1.0,1,True,1.6532125137753437
37244,1353789074090447586,Brooklyn,Entire home/apt,52.0,1,187,1.0,1.0,1.0,2,False,1.7160033436347992
37245,1353791249372472245,Brooklyn,Entire home/apt,140.0,6,184,2.0,1.0,2.0,6,False,2.146128035678238
37246,1353876118169704511,Manhattan,Private room,381.0,10,238,1.0,1.0,1.0,2,False,2.5809249756756194
37247,1353876642508740905,Manhattan,Private room,381.0,10,250,1.0,1.0,1.0,2,False,2.5809249756756194
37248,1355253109382844202,Brooklyn,Entire home/apt,66.0,3,312,1.0,1.0,1.0,2,True,1.8195439355418688
37249,1355261001625996655,Brooklyn,Private room,126.0,2,365,1.0,1.0,1.0,2,True,2.100370545117563
37250,1355275624338698523,Brooklyn,Entire home/apt,108.0,4,343,2.0,1.0,3.0,6,False,2.03342375548695
37251,1355380433778984135,Queens,Private room,73.0,1,365,1.0,1.0,1.0,1,False,1.863322860120456
37252,1355382147091544142,Queens,Private room,266.0,1,364,2.0,1.0,1.0,2,False,2.424881636631067
37253,1355508559496880813,Manhattan,Entire home/apt,1999.0,2,365,3.0,1.0,4.0,7,False,3.300812794118117
37254,1355803117233570037,Manhattan,Private room,55.0,1,365,1.0,1.0,1.0,2,False,1.7403626894942439
37255,1355956034867228723,Brooklyn,Entire home/apt,200.0,1,39,2.0,1.0,2.0,3,False,2.3010299956639813
37256,1355987291088179418,Manhattan,Private room,557.0,2,105,1.0,1.0,1.0,3,False,2.745855195173729
37257,1356004880222321444,Brooklyn,Entire home/apt,180.0,2,365,3.0,1.0,3.0,6,True,2.255272505103306
37258,1364514205600836425,Manhattan,Entire home/apt,200.0,22,35,2.0,1.5,2.0,6,True,2.3010299956639813
37259,1364520501582908015,Manhattan,Entire home/apt,180.0,22,36,2.0,1.5,3.0,6,True,2.255272505103306
37260,1361612505091432023,Manhattan,Private room,44.0,4,334,1.0,2.0,1.0,2,False,1.6434526764861874
37261,1361615214870216083,Manhattan,Private room,51.0,4,303,1.0,1.0,1.0,2,False,1.7075701760979363
37262,1361616210768573467,Manhattan,Private room,44.0,4,364,1.0,2.0,1.0,2,False,1.6434526764861874
37263,1361620830392381568,Manhattan,Private room,349.0,1,365,1.0,1.0,1.0,2,False,2.5428254269591797
37264,1361668752203803692,Manhattan,Entire home/apt,116.0,1,188,1.0,1.0,1.0,3,False,2.0644579892269186
37265,1361671546562262247,Manhattan,Private room,730.0,1,365,3.0,2.0,3.0,6,False,2.863322860120456
37266,1361840108844137918,Manhattan,Entire home/apt,169.0,49,365,1.0,1.0,1.0,2,False,2.2278867046136734
37267,1361862407226900290,Brooklyn,Entire home/apt,16.0,4,336,1.0,1.0,1.0,2,False,1.2041199826559248
37268,1361870460346606483,Brooklyn,Private room,10.0,4,90,1.0,1.0,1.0,2,False,1.0
37269,1361887973862900916,Queens,Private room,67.0,2,82,1.0,1.0,1.0,1,False,1.8260748027008264
37270,1361949390903717514,Staten Island,Entire home/apt,65.0,1,180,1.0,1.0,1.0,2,False,1.8129133566428555
37271,1364528353378823343,Manhattan,Entire home/apt,53.0,143,333,1.0,1.0,1.0,1,True,1.724275869600789
37272,1364529283230621780,Brooklyn,Entire home/apt,300.0,1,70,2.0,1.0,3.0,6,False,2.4771212547196626
37273,1364534661512828780,Manhattan,Entire home/apt,220.0,22,36,2.0,2.0,2.0,6,True,2.342422680822206
37274,1364557729394739830,Manhattan,Entire home/apt,150.0,22,36,1.0,1.5,2.0,4,True,2.1760912590556813
37275,1364561054344358916,Manhattan,Entire home/apt,413.0,16,306,1.0,1.0,1.0,2,False,2.615950051656401
37276,1364561089438076143,Manhattan,Entire home/apt,413.0,16,364,1.0,1.0,1.0,2,False,2.615950051656401
37277,1364561637597316567,Manhattan,Entire home/apt,179.0,1,364,1.0,1.0,3.0,2,False,2.2528530309798933
37278,1364579260115677851,Manhattan,Entire home/apt,124.0,14,351,1.0,1.0,1.0,2,False,2.093421685162235
37279,1364607845819043343,Brooklyn,Entire home/apt,320.0,1,365,3.0,3.0,6.0,8,False,2.505149978319906
