,id,neighbourhood_group_cleansed,room_type,price,calculated_host_listings_count,availability_365,bedrooms,bathrooms,beds,accommodates,host_is_superhost,log_price
36829,1352275562304745935,Manhattan,Entire home/apt,153.0,1,31,1.0,1.0,1.0,2,False,2.184691430817599
36830,1352326392977150445,Manhattan,Private room,176.0,1,81,1.0,1.5,1.0,1,False,2.24551266781415
36831,1346387284441653676,Manhattan,Private room,85.0,12,345,1.0,2.0,1.0,1,True,1.9294189257142926
36832,1346430883382996878,Manhattan,Entire home/apt,83.0,89,332,1.0,1.0,1.0,2,False,1.919078092376074
36833,1346441957873360588,Manhattan,Entire home/apt,100.0,89,328,2.0,1.0,2.0,4,False,2.0
36834,1346465280206426255,Brooklyn,Private room,45.0,14,365,5.0,1.5,1.0,1,True,1.6532125137753437
36835,1346473578110968030,Manhattan,Entire home/apt,53.0,143,217,1.0,1.0,1.0,1,True,1.724275869600789
36836,1346484805983684464,Manhattan,Entire home/apt,53.0,143,215,1.0,1.0,1.0,1,True,1.724275869600789
36837,1346515075445367491,Bronx,Entire home/apt,193.0,1,365,3.0,2.0,2.0,5,False,2.285557309007774
36838,1346566257328706603,Manhattan,Entire home/apt,155.0,9,365,1.0,1.0,2.0,3,True,2.1903316981702914
36839,1346637664674556870,Brooklyn,Shared room,29.0,30,364,1.0,2.0,1.0,1,False,1.462397997898956
36840,1346642125820135121,Brooklyn,Shared room,29.0,20,364,1.0,2.0,1.0,1,True,1.462397997898956
36841,1346727651694919487,Manhattan,Private room,59.0,1,180,1.0,1.0,1.0,1,False,1.7708520116421442
36842,1352334846814794019,Brooklyn,Private room,50.0,14,365,6.0,2.0,1.0,1,True,1.6989700043360187
36843,1352384349451037799,Manhattan,Entire home/apt,193.0,2,365,1.0,1.0,1.0,3,False,2.285557309007774
36844,1348466013264464125,Manhattan,Entire home/apt,200.0,1,42,1.0,1.0,1.0,2,True,2.3010299956639813
36845,1348495477413501628,Manhattan,Entire home/apt,125.0,7,307,1.0,1.0,1.0,2,True,2.0969100130080562
36846,1348555125455647219,Manhattan,Entire home/apt,127.0,29,275,1.0,1.0,1.0,3,False,2.103803720955957
36847,1348576202326071377,Brooklyn,Private room,61.0,2,365,1.0,1.0,1.0,2,False,1.7853298350107671
36848,1348612499277448836,Manhattan,Entire home/apt,520.0,134,357,2.0,1.0,2.0,5,True,2.716003343634799
36849,1348631831446193789,Manhattan,Entire home/apt,1600.0,1,180,1.0,2.0,2.0,6,False,3.2041199826559246
36850,1348636327388391635,Brooklyn,Private room,62.0,5,180,1.0,1.0,1.0,2,True,1.792391689498254
36851,1348676338398201826,Manhattan,Entire home/apt,69.0,143,183,1.0,1.0,1.0,1,True,1.8388490907372552
36852,1348696041239998146,Brooklyn,Entire home/apt,472.0,2,365,3.0,2.0,5.0,8,False,2.673941998634088
36853,1348701120435272527,Manhattan,Entire home/apt,730.0,34,336,2.0,1.0,2.0,4,False,2.863322860120456
36854,1348711398533899913,Manhattan,Entire home/apt,1688.0,4,315,3.0,2.0,3.0,6,False,3.2273724422896364
36855,1352512516669532884,Manhattan,Private room,96.0,2,364,1.0,0.5,1.0,2,False,1.9822712330395684
36856,1352516479821230164,Queens,Private room,41.0,1,61,1.0,1.0,1.0,1,False,1.6127838567197355
36857,1352586725505349408,Brooklyn,Private room,46.0,3,365,1.0,1.0,1.0,1,False,1.662757831681574
36858,1352595673565168695,Brooklyn,Private room,52.0,3,365,1.0,1.0,1.0,1,False,1.7160033436347992
36859,1352910145944563683,Manhattan,Entire home/apt,150.0,1,111,1.0,1.0,1.0,2,True,2.1760912590556813
36860,1352978171769829462,Manhattan,Entire home/apt,323.0,1,333,2.0,2.0,3.0,6,False,2.509202522331103
36861,1353010796851174112,Brooklyn,Entire home/apt,222.0,2,365,2.0,1.0,2.0,4,False,2.346352974450639
36862,1353011991982303521,Queens,Entire home/apt,59.0,2,228,1.0,1.0,1.0,4,False,1.7708520116421442
36863,1353040193757607659,Manhattan,Entire home/apt,278.0,1,317,2.0,1.0,3.0,5,False,2.444044795918076
36864,1348712681039654077,Manhattan,Entire home/apt,632.0,34,294,1.0,1.0,1.0,4,False,2.800717078282385
36865,1348715413041178420,Manhattan,Entire home/apt,648.0,34,315,1.0,2.0,1.0,4,False,2.8115750058705933
36866,1348715770180329290,Brooklyn,Entire home/apt,409.0,34,122,1.0,1.0,1.0,3,False,2.611723308007342
36867,1348716025756828948,Manhattan,Entire home/apt,313.0,34,305,2.0,1.0,2.0,6,False,2.4955443375464483
36868,1348722634685592942,Manhattan,Entire home/apt,1033.0,34,365,4.0,2.0,4.0,10,False,3.0141003215196207
36869,1348723430186082367,Manhattan,Entire home/apt,559.0,34,275,2.0,2.0,2.0,4,False,2.747411807886423
36870,1348724366800647589,Manhattan,Entire home/apt,1278.0,34,301,2.0,2.0,2.0,6,False,3.1065308538223815
36871,1348724717186350615,Manhattan,Entire home/apt,1209.0,34,276,3.0,2.5,3.0,6,False,3.0824263008607717
36872,1348725092849865775,Manhattan,Entire home/apt,359.0,34,291,1.0,1.0,1.0,2,False,2.5550944485783194
36873,1348725424340921578,Manhattan,Entire home/apt,689.0,34,245,3.0,2.0,3.0,6,False,2.8382192219076257
36874,1346740995081399956,Manhattan,Entire home/apt,152.0,2,365,2.0,1.0,2.0,4,False,2.1818435879447726
36875,1347226350531035155,Queens,Entire home/apt,90.0,6,365,1.0,1.0,1.0,6,True,1.954242509439325
36876,1347235662501302053,Queens,Entire home/apt,89.0,1,349,1.0,1.0,1.0,4,False,1.9493900066449128
36877,1347313595763737845,Manhattan,Entire home/apt,130.0,1,192,1.0,1.0,1.0,2,False,2.113943352306837
36878,1347397542933276597,Manhattan,Entire home/apt,1299.0,2,352,1.0,1.0,3.0,4,False,3.1136091510730277
36879,1347430640098324404,Manhattan,Private room,77.0,12,272,1.0,2.0,1.0,1,True,1.8864907251724818
36880,1347444030320061319,Manhattan,Private room,57.0,12,365,1.0,2.0,1.0,1,True,1.7558748556724915
36881,1347451723436026844,Manhattan,Entire home/apt,188.0,3,274,1.0,1.0,1.0,2,False,2.27415784926368
36882,1347459750225269059,Manhattan,Entire home/apt,152.0,1,363,1.0,1.0,1.0,2,False,2.1818435879447726
36883,1347732595289937840,Manhattan,Entire home/apt,531.0,1,365,1.0,1.0,2.0,2,False,2.725094521081469
36884,1347944937085215673,Manhattan,Private room,85.0,3,362,1.0,1.0,2.0,2,False,1.9294189257142926
36885,1347961648591546092,Queens,Entire home/apt,400.0,1,365,4.0,1.0,4.0,7,False,2.6020599913279625
36886,1353045546764573027,Brooklyn,Private room,64.0,1,365,1.0,1.0,1.0,2,False,1.806179973983887
36887,1353054792353650107,Manhattan,Entire home/apt,345.0,1,332,2.0,1.0,3.0,6,False,2.537819095073274
36888,1353063127998077598,Manhattan,Entire home/apt,254.0,1,326,1.0,1.0,2.0,4,False,2.404833716619938
36889,1353084950392251871,Manhattan,Entire home/apt,2000.0,1,315,2.0,1.0,3.0,6,False,3.3010299956639813
36890,1353112820561322179,Staten Island,Private room,38.0,2,331,1.0,1.0,1.0,1,False,1.5797835966168101
36891,1353284492120564645,Queens,Private room,47.0,19,324,1.0,1.0,1.0,2,False,1.6720978579357175
36892,1347967916650191946,Manhattan,Private room,90.0,3,362,1.0,1.0,1.0,2,False,1.954242509439325
36893,1348027931467312956,Manhattan,Entire home/apt,202.0,3,352,1.0,1.0,3.0,4,False,2.305351369446624
36894,1353698383034316841,Manhattan,Private room,77.0,298,42,3.0,1.0,1.0,1,False,1.8864907251724818
36895,1353698566451125269,Manhattan,Private room,129.0,298,288,1.0,1.0,1.0,1,False,2.110589710299249
36896,1353698586581204652,Manhattan,Private room,72.0,298,336,1.0,1.0,1.0,1,False,1.8573324964312685
36897,1353698744056655210,Manhattan,Private room,66.0,298,305,1.0,1.0,1.0,1,False,1.8195439355418688
36898,1353699219574156499,Manhattan,Private room,72.0,298,365,3.0,1.0,1.0,1,False,1.8573324964312685
36899,1353699232809063400,Manhattan,Private room,72.0,298,276,3.0,1.0,1.0,1,False,1.8573324964312685
36900,1353699368178587277,Manhattan,Private room,96.0,298,268,1.0,1.0,1.0,1,False,1.9822712330395684
36901,1353699526155083770,Brooklyn,Private room,63.0,298,120,5.0,1.0,1.0,1,False,1.7993405494535817
36902,1353699547856641258,Manhattan,Private room,90.0,298,230,1.0,1.0,1.0,1,False,1.954242509439325
36903,1353320201836994255,Queens,Private room,51.0,19,348,1.0,1.0,1.0,2,False,1.7075701760979363
36904,1353536145406564683,Queens,Entire home/apt,150.0,1,184,1.0,1.0,1.0,2,False,2.1760912590556813
36905,1353582220012549830,Manhattan,Entire home/apt,266.0,1194,365,1.0,1.0,1.0,2,False,2.424881636631067
36906,1348725772101236011,Manhattan,Entire home/apt,750.0,34,215,2.0,2.0,2.0,4,False,2.8750612633917
36907,1348726080699944574,Manhattan,Entire home/apt,743.0,34,245,2.0,1.0,2.0,6,False,2.8709888137605755
36908,1348726664318702040,Manhattan,Entire home/apt,814.0,34,152,2.0,1.0,2.0,8,False,2.910624404889201
36909,1348752832283423137,Manhattan,Entire home/apt,825.0,34,350,2.0,2.0,2.0,4,False,2.916453948549925
36910,1348753612061630726,Manhattan,Entire home/apt,583.0,34,360,1.0,1.0,1.0,3,False,2.765668554759014
36911,1348754799813555057,Manhattan,Entire home/apt,193.0,3,290,2.0,1.0,3.0,5,False,2.285557309007774
36912,1348759114419487035,Manhattan,Entire home/apt,430.0,3,244,4.0,1.0,4.0,8,False,2.6334684555795866
36913,1348782520614694097,Manhattan,Entire home/apt,346.0,1,333,2.0,1.0,3.0,5,False,2.5390760987927767
36914,1348813611994432551,Brooklyn,Entire home/apt,440.0,2,365,3.0,2.0,5.0,8,False,2.6434526764861874
36915,1349360291949375915,Manhattan,Private room,95.0,1,245,1.0,1.0,1.0,1,False,1.9777236052888478
36916,1349410822476165117,Manhattan,Entire home/apt,1040.0,34,153,3.0,2.0,3.0,6,False,3.0170333392987803
36917,1353621477624410931,Manhattan,Entire home/apt,113.0,29,364,1.0,1.0,1.0,2,False,2.0530784434834195
36918,1353635043469682853,Manhattan,Entire home/apt,353.0,1194,273,1.0,1.0,1.0,2,False,2.5477747053878224
36919,1353635401690234419,Manhattan,Entire home/apt,432.0,1194,2,1.0,1.0,1.0,2,False,2.635483746814912
36920,1353654934070085693,Brooklyn,Entire home/apt,168.0,3,40,3.0,2.5,3.0,4,True,2.225309281725863
36921,1353699732855118861,Manhattan,Private room,97.0,298,43,3.0,1.0,1.0,1,False,1.9867717342662448
36922,1353700174408031034,Manhattan,Private room,89.0,298,124,2.0,1.0,1.0,1,False,1.9493900066449128
36923,1353700191415773674,Manhattan,Private room,103.0,298,208,1.0,1.0,1.0,1,False,2.012837224705172
36924,1353700480813404014,Manhattan,Private room,69.0,298,333,1.0,1.0,1.0,1,False,1.8388490907372552
36925,1353700496163792428,Manhattan,Private room,66.0,298,363,1.0,1.0,1.0,1,False,1.8195439355418688
36926,1353700650876630343,Manhattan,Private room,67.0,298,68,4.0,1.0,1.0,1,False,1.8260748027008264
36927,1353700671662877302,Queens,Private room,59.0,298,300,3.0,1.0,1.0,1,False,1.7708520116421442
36928,1353700829094884760,Manhattan,Private room,65.0,298,336,3.0,1.0,1.0,1,False,1.8129133566428555
36929,1353700874134022021,Manhattan,Private room,74.0,298,178,4.0,1.0,1.0,1,False,1.8692317197309762
36930,1353701049692590557,Manhattan,Private room,70.0,298,275,4.0,1.0,1.0,1,False,1.845098040014257
36931,1353701056729770356,Brooklyn,Private room,63.0,298,306,4.0,1.0,1.0,1,False,1.7993405494535817
36932,1353672487993226557,Manhattan,Private room,75.0,298,178,4.0,1.0,1.0,1,False,1.8750612633917
36933,1353672497532041722,Manhattan,Private room,63.0,298,296,4.0,1.0,1.0,1,False,1.7993405494535817
36934,1353673057607620769,Manhattan,Private room,106.0,298,296,1.0,1.0,1.0,1,False,2.0253058652647704
36935,1353673065136056687,Manhattan,Private room,66.0,298,296,1.0,1.0,1.0,1,False,1.8195439355418688
36936,1353673241784989180,Manhattan,Private room,62.0,298,276,1.0,1.0,1.0,1,False,1.792391689498254
36937,1353674407409118734,Manhattan,Entire home/apt,257.0,25,330,1.0,1.0,1.0,2,True,2.4099331233312946
36938,1353675570359766951,Queens,Private room,87.0,298,236,5.0,1.0,1.0,1,False,1.9395192526186185
36939,1349413334096387427,Manhattan,Entire home/apt,954.0,34,306,2.0,2.0,2.0,8,False,2.979548374704095
36940,1349413634039394661,Manhattan,Entire home/apt,1401.0,34,92,3.0,2.0,3.0,6,False,3.1464381352857744
36942,1349414402017229537,Manhattan,Entire home/apt,852.0,34,275,2.0,1.5,2.0,8,False,2.9304395947667
36943,1349414965522368059,Manhattan,Entire home/apt,1239.0,34,220,3.0,3.0,3.0,8,False,3.0930713063760633
36944,1349415417672248402,Manhattan,Entire home/apt,872.0,34,274,2.0,2.0,2.0,6,False,2.940516484932567
36945,1349424256412668294,Manhattan,Private room,164.0,1,80,1.0,1.0,1.0,2,False,2.214843848047698
36946,1349514736387161835,Manhattan,Entire home/apt,891.0,34,283,2.0,1.0,2.0,4,False,2.949877704036875
36947,1349547139205551761,Brooklyn,Private room,56.0,1,31,1.0,1.0,1.0,2,False,1.7481880270062005
36948,1349554655532289307,Brooklyn,Private room,56.0,14,184,6.0,2.0,1.0,1,True,1.7481880270062005
36949,1349572794105795671,Manhattan,Entire home/apt,1299.0,1,365,1.0,1.0,2.0,2,False,3.1136091510730277
36950,1353676795494065704,Manhattan,Private room,78.0,298,363,1.0,1.0,1.0,1,False,1.8920946026904804
36951,1353685472951268177,Manhattan,Private room,68.0,298,243,1.0,1.0,1.0,1,False,1.8325089127062364
36952,1353685752591982477,Manhattan,Entire home/apt,128.0,298,41,1.0,1.0,1.0,2,False,2.1072099696478683
36953,1353685887394459846,Manhattan,Private room,72.0,298,306,1.0,1.0,1.0,1,False,1.8573324964312685
36954,1353686176327853826,Manhattan,Private room,84.0,298,306,1.0,1.0,1.0,1,False,1.9242792860618816
36955,1353686225191507470,Manhattan,Private room,66.0,298,216,1.0,1.0,1.0,1,False,1.8195439355418688
36956,1353686279901862921,Manhattan,Private room,71.0,298,158,4.0,1.0,1.0,1,False,1.8512583487190752
36957,1353686340262517248,Manhattan,Private room,91.0,298,305,1.0,1.0,1.0,1,False,1.9590413923210936
36958,1353686732246709216,Manhattan,Private room,96.0,298,162,3.0,1.0,1.0,1,False,1.9822712330395684
36959,1353687071023389543,Manhattan,Private room,74.0,298,363,1.0,1.0,1.0,1,False,1.8692317197309762
36960,1353701236974792044,Brooklyn,Private room,69.0,298,275,1.0,1.0,1.0,1,False,1.8388490907372552
36961,1353701403772048040,Brooklyn,Private room,93.0,298,215,6.0,1.0,1.0,2,False,1.968482948553935
36962,1353701430247771450,Brooklyn,Private room,56.0,298,42,1.0,1.0,1.0,1,False,1.7481880270062005
36963,1353701620473829801,Brooklyn,Private room,75.0,298,185,3.0,1.0,1.0,1,False,1.8750612633917
36964,1353701624798355709,Brooklyn,Private room,75.0,298,275,1.0,1.0,1.0,1,False,1.8750612633917
36965,1353711016043851007,Manhattan,Private room,69.0,298,244,1.0,1.0,1.0,1,False,1.8388490907372552
36966,1353711056106688700,Manhattan,Private room,70.0,298,306,4.0,1.0,1.0,1,False,1.845098040014257
36967,1353711064664547394,Manhattan,Private room,83.0,298,363,3.0,1.0,1.0,1,False,1.919078092376074
36968,1353711066589536515,Manhattan,Private room,98.0,298,260,1.0,1.0,1.0,1,False,1.9912260756924949
36969,1353711084193525627,Manhattan,Private room,56.0,298,41,3.0,1.0,1.0,1,False,1.7481880270062005
36970,1353711089528564591,Manhattan,Private room,65.0,298,358,1.0,1.0,1.0,1,False,1.8129133566428555
36971,1353687151513520413,Manhattan,Private room,103.0,298,363,1.0,1.0,1.0,1,False,2.012837224705172
36972,1353687205133363780,Manhattan,Private room,88.0,298,336,4.0,1.0,1.0,1,False,1.9444826721501687
36973,1353687234944524954,Manhattan,Private room,75.0,298,263,1.0,1.0,1.0,1,False,1.8750612633917
36974,1353687272845414314,Manhattan,Private room,73.0,298,333,3.0,1.0,1.0,1,False,1.863322860120456
36975,1353687310973296352,Manhattan,Private room,86.0,298,209,1.0,1.0,1.0,1,False,1.9344984512435677
36976,1353687359861529228,Manhattan,Private room,104.0,298,269,1.0,1.0,1.0,1,False,2.0170333392987803
36977,1353687537165678547,Manhattan,Private room,90.0,298,275,3.0,1.0,1.0,1,False,1.954242509439325
36978,1353687555921590135,Manhattan,Private room,81.0,298,336,1.0,1.0,1.0,1,False,1.9084850188786497
36979,1353687603592213822,Manhattan,Private room,91.0,298,270,3.0,1.0,1.0,1,False,1.9590413923210936
36980,1353687623699897144,Manhattan,Private room,97.0,298,239,3.0,1.0,1.0,1,False,1.9867717342662448
36981,1353687664663654393,Manhattan,Private room,119.0,298,306,1.0,1.0,1.0,1,False,2.0755469613925306
36982,1353711091407551953,Manhattan,Private room,78.0,298,245,3.0,1.0,1.0,1,False,1.8920946026904804
36983,1353711091413348811,Manhattan,Private room,67.0,298,278,1.0,1.0,1.0,1,False,1.8260748027008264
36984,1353711095386828063,Manhattan,Private room,66.0,298,303,1.0,1.0,1.0,1,False,1.8195439355418688
36985,1353711099775057409,Manhattan,Private room,80.0,298,274,2.0,1.0,1.0,1,False,1.9030899869919435
36986,1353711117563458390,Manhattan,Private room,83.0,298,43,1.0,1.0,1.0,1,False,1.919078092376074
36987,1353711394729738008,Manhattan,Private room,67.0,298,339,3.0,1.0,1.0,1,False,1.8260748027008264
36988,1353711395236510226,Manhattan,Private room,92.0,298,245,3.0,1.0,1.0,1,False,1.9637878273455553
36989,1353711502366695629,Manhattan,Private room,69.0,298,240,3.0,1.0,1.0,1,False,1.8388490907372552
36990,1353711503523121527,Manhattan,Private room,66.0,298,241,1.0,1.0,1.0,1,False,1.8195439355418688
36991,1353711508003707400,Queens,Private room,60.0,298,262,4.0,1.0,1.0,1,False,1.7781512503836436
36992,1353711511741625411,Brooklyn,Entire home/apt,130.0,298,33,1.0,1.0,1.0,2,False,2.113943352306837
36993,1353687796364261240,Manhattan,Private room,80.0,298,363,4.0,1.0,1.0,1,False,1.9030899869919435
36994,1353687853313308926,Manhattan,Private room,129.0,298,275,1.0,1.0,1.0,1,False,2.110589710299249
36995,1349656149856482244,Brooklyn,Private room,55.0,3,365,1.0,1.0,1.0,1,False,1.7403626894942439
36996,1349926489915799892,Manhattan,Entire home/apt,199.0,6,260,3.0,1.0,3.0,5,False,2.298853076409707
36997,1349980168310018196,Queens,Private room,45.0,617,274,4.0,2.0,1.0,1,False,1.6532125137753437
36998,1350081637464839029,Brooklyn,Private room,64.0,1,365,1.0,1.0,1.0,2,False,1.806179973983887
36999,1350114575053832594,Brooklyn,Private room,64.0,2,255,1.0,1.5,1.0,1,True,1.806179973983887
37000,1350130887670690892,Brooklyn,Entire home/apt,111.0,58,266,1.0,1.0,1.0,2,False,2.0453229787866576
37001,1350231788990193118,Brooklyn,Private room,46.0,20,288,1.0,2.0,1.0,1,True,1.662757831681574
37002,1350263293184398225,Manhattan,Private room,72.0,2,255,1.0,1.0,1.0,2,False,1.8573324964312685
37003,1350275130989708598,Brooklyn,Entire home/apt,120.0,3,365,2.0,2.0,2.0,2,False,2.0791812460476247
37004,1350301527734812307,Manhattan,Entire home/apt,175.0,2,298,1.0,1.0,2.0,3,False,2.2430380486862944
37005,1350301884894830201,Bronx,Private room,100.0,3,337,2.0,1.0,2.0,4,False,2.0
37006,1353687949599448295,Manhattan,Private room,102.0,298,246,1.0,1.0,1.0,1,False,2.0086001717619175
37007,1353687971982913372,Manhattan,Private room,106.0,298,236,1.0,1.0,1.0,1,False,2.0253058652647704
37008,1353693702550297998,Manhattan,Private room,66.0,298,333,1.0,1.0,1.0,1,False,1.8195439355418688
37009,1353693735213217091,Brooklyn,Private room,54.0,298,62,1.0,1.0,1.0,1,False,1.7323937598229686
37010,1353693735290386347,Manhattan,Private room,66.0,298,303,5.0,1.0,1.0,1,False,1.8195439355418688
37011,1353711518105248856,Brooklyn,Private room,64.0,298,336,1.0,1.0,1.0,1,False,1.806179973983887
37012,1353711569479112728,Brooklyn,Private room,79.0,298,244,4.0,1.0,1.0,1,False,1.8976270912904414
37013,1353711572092083360,Manhattan,Private room,61.0,298,296,4.0,1.0,1.0,1,False,1.7853298350107671
37014,1353711578595385778,Queens,Private room,60.0,298,336,5.0,1.0,1.0,1,False,1.7781512503836436
37015,1353711611899465145,Brooklyn,Private room,74.0,298,306,3.0,1.0,1.0,1,False,1.8692317197309762
37016,1353711620654324233,Manhattan,Private room,63.0,298,244,1.0,1.0,1.0,1,False,1.7993405494535817
37017,1353711621744476691,Manhattan,Private room,55.0,298,246,4.0,1.0,1.0,1,False,1.7403626894942439
37018,1353711720452359558,Manhattan,Private room,64.0,298,42,6.0,1.0,1.0,1,False,1.806179973983887
37019,1353711720529704039,Manhattan,Private room,101.0,298,244,4.0,1.0,1.0,1,False,2.0043213737826426
37020,1353711772582135787,Manhattan,Private room,82.0,298,275,1.0,1.0,1.0,1,False,1.9138138523837167
37021,1353711780822708685,Manhattan,Private room,86.0,298,268,5.0,1.0,1.0,1,False,1.9344984512435677
37022,1353693982581364581,Manhattan,Private room,73.0,298,200,1.0,1.0,1.0,1,False,1.863322860120456
37023,1353693993253610113,Manhattan,Private room,85.0,298,218,1.0,1.0,1.0,1,False,1.9294189257142926
37024,1353696789115031132,Manhattan,Private room,95.0,298,245,3.0,1.0,1.0,1,False,1.9777236052888478
37025,1353696816288196451,Brooklyn,Private room,86.0,298,363,1.0,1.0,1.0,1,False,1.9344984512435677
37026,1353697259721256940,Manhattan,Private room,77.0,298,43,1.0,1.0,1.0,1,False,1.8864907251724818
37027,1350437319146780555,Queens,Entire home/apt,219.0,2,350,3.0,1.0,4.0,10,False,2.3404441148401185
37028,1350550254856034806,Manhattan,Entire home/apt,168.0,2,365,2.0,1.0,3.0,5,False,2.225309281725863
37029,1350704215710828861,Manhattan,Entire home/apt,123.0,49,287,1.0,1.0,2.0,2,False,2.089905111439398
37030,1350704257465972129,Manhattan,Entire home/apt,108.0,49,181,1.0,1.0,2.0,2,False,2.03342375548695
37031,1350725251983510325,Brooklyn,Private room,264.0,1,365,2.0,1.0,2.0,2,False,2.4216039268698313
37032,1350807190013022652,Brooklyn,Private room,41.0,3,364,1.0,5.0,1.0,2,False,1.6127838567197355
37033,1350809715431400958,Manhattan,Entire home/apt,500.0,18,243,2.0,2.0,2.0,4,False,2.6989700043360187
37034,1350810459733148928,Manhattan,Private room,72.0,298,108,1.0,1.0,1.0,1,False,1.8573324964312685
37035,1350810468780137883,Brooklyn,Private room,56.0,298,62,1.0,1.0,1.0,1,False,1.7481880270062005
37036,1350810475690808970,Manhattan,Private room,71.0,298,158,1.0,1.0,1.0,1,False,1.8512583487190752
37037,1353697260571070651,Manhattan,Private room,60.0,298,254,1.0,1.0,1.0,1,False,1.7781512503836436
37038,1353697451883226759,Manhattan,Private room,93.0,298,289,1.0,1.0,1.0,1,False,1.968482948553935
37039,1353697454255546255,Manhattan,Private room,103.0,298,363,1.0,1.0,1.0,1,False,2.012837224705172
37040,1353697632102267569,Manhattan,Private room,61.0,298,310,1.0,1.0,1.0,1,False,1.7853298350107671
37041,1353697637040010564,Queens,Private room,62.0,298,306,5.0,1.0,1.0,1,False,1.792391689498254
37042,1353697844850996549,Manhattan,Private room,59.0,298,275,1.0,1.0,1.0,1,False,1.7708520116421442
37043,1353697845849804216,Manhattan,Private room,64.0,298,245,1.0,1.0,1.0,1,False,1.806179973983887
37044,1353697993582031472,Manhattan,Private room,89.0,298,335,1.0,1.0,1.0,1,False,1.9493900066449128
37045,1353698174083564930,Brooklyn,Private room,74.0,298,363,3.0,1.0,1.0,1,False,1.8692317197309762
37046,1353712024091349613,Manhattan,Private room,71.0,298,334,1.0,1.0,1.0,1,False,1.8512583487190752
37047,1353712032327720339,Manhattan,Private room,78.0,298,94,4.0,1.0,1.0,1,False,1.8920946026904804
37048,1353712129667920271,Manhattan,Private room,91.0,298,229,3.0,1.0,1.0,1,False,1.9590413923210936
37049,1353712131340559157,Manhattan,Private room,72.0,298,354,3.0,1.0,1.0,1,False,1.8573324964312685
37050,1353712668085642038,Manhattan,Private room,86.0,298,348,3.0,1.0,1.0,1,False,1.9344984512435677
37051,1353712939918271965,Manhattan,Private room,75.0,298,239,1.0,1.0,1.0,1,False,1.8750612633917
37052,1353713028370102526,Brooklyn,Private room,60.0,298,30,1.0,1.0,1.0,1,False,1.7781512503836436
37053,1353713454304303933,Manhattan,Private room,89.0,298,319,1.0,1.0,1.0,1,False,1.9493900066449128
37054,1353713488929835363,Manhattan,Private room,108.0,298,244,1.0,1.0,1.0,1,False,2.03342375548695
37055,1353713625497135786,Manhattan,Private room,73.0,298,43,2.0,1.0,1.0,1,False,1.863322860120456
37056,1353713729910435510,Manhattan,Private room,79.0,298,269,2.0,1.0,1.0,1,False,1.8976270912904414
37057,1353713793013613646,Manhattan,Private room,69.0,298,178,1.0,1.0,1.0,1,False,1.8388490907372552
37058,1353698354159391603,Brooklyn,Private room,63.0,298,206,1.0,1.0,1.0,1,False,1.7993405494535817
37059,1353722155179686582,Manhattan,Private room,82.0,298,275,3.0,1.0,1.0,1,False,1.9138138523837167
37060,1353722198367139582,Manhattan,Private room,58.0,298,332,5.0,1.0,1.0,1,False,1.7634279935629373
37061,1353722647538585364,Manhattan,Private room,84.0,298,319,2.0,1.0,1.0,1,False,1.9242792860618816
37062,1353722924566138359,Manhattan,Private room,81.0,298,274,4.0,1.0,1.0,1,False,1.9084850188786497
37063,1353722957351619660,Manhattan,Private room,70.0,298,234,3.0,1.0,1.0,1,False,1.845098040014257
37064,1353723023969440471,Manhattan,Private room,69.0,298,68,4.0,1.0,1.0,1,False,1.8388490907372552
37065,1353723109753696466,Manhattan,Private room,124.0,298,243,1.0,1.0,1.0,1,False,2.093421685162235
37066,1353723201072332463,Manhattan,Private room,79.0,298,363,2.0,1.0,1.0,1,False,1.8976270912904414
37067,1350833177837342791,Brooklyn,Private room,39.0,3,364,1.0,5.0,1.0,2,False,1.591064607026499
37068,1350834291524844787,Brooklyn,Private room,41.0,3,364,1.0,5.0,1.0,2,False,1.6127838567197355
37069,1350876509153819535,Manhattan,Entire home/apt,150.0,2,335,1.0,1.0,1.0,3,False,2.1760912590556813
37070,1350929395133740789,Manhattan,Entire home/apt,8000.0,5,365,4.0,3.5,5.0,10,False,3.9030899869919438
37071,1350955843441065429,Manhattan,Entire home/apt,325.0,1,335,3.0,2.0,3.0,7,False,2.5118833609788744
37072,1351029252767841035,Brooklyn,Private room,60.0,2,249,1.0,1.0,1.0,2,False,1.7781512503836436
37073,1351111877115893142,Bronx,Entire home/apt,120.0,1,89,2.0,1.0,3.0,4,False,2.0791812460476247
37074,1351162631931442213,Manhattan,Entire home/apt,207.0,3,309,1.0,1.0,1.0,4,False,2.315970345456918
37075,1351415477188606983,Manhattan,Private room,100.0,49,119,1.0,1.0,1.0,1,False,2.0
37076,1351489284804563185,Brooklyn,Entire home/apt,120.0,6,151,1.0,1.0,1.0,2,False,2.0791812460476247
37077,1351535101914002515,Manhattan,Entire home/apt,120.0,1,96,1.0,1.0,1.0,3,False,2.0791812460476247
37078,1353723286414970645,Manhattan,Private room,79.0,298,306,3.0,1.0,1.0,1,False,1.8976270912904414
37079,1353723883038886693,Brooklyn,Private room,64.0,298,120,4.0,1.0,1.0,1,False,1.806179973983887
37080,1353719024754590426,Manhattan,Private room,66.0,298,296,1.0,1.0,1.0,1,False,1.8195439355418688
37081,1353719044788556779,Brooklyn,Private room,71.0,298,276,4.0,1.0,1.0,1,False,1.8512583487190752
